,id,book_id,work_id,authors,original_publication_year,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5
4688,4689,6419566,6608714,Kyousuke Motomi,2001.0,"Beast Master, Vol. 1 (Beast Master, #1)",en-US,4.21,21692,21738,238,599,1064,3337,4810,11928
4689,4690,191170,2292855,"Doreen Cronin, Betsy Lewin",2002.0,"Giggle, Giggle, Quack",en-US,4.19,22402,22766,351,264,836,4219,6418,11029
4690,4691,1624,192528,Beryl Markham,1942.0,West with the Night,en-US,4.18,19738,21928,2226,268,712,3554,7631,9763
4691,4692,2475251,2482448,Steven Galloway,2008.0,The Cellist of Sarajevo,eng,4.02,20403,23981,3148,188,921,4789,10513,7570
4692,4693,4066312,4113404,Lisa Kleypas,2009.0,"Smooth Talking Stranger (Travises, #3)",eng,4.17,28858,30829,1535,291,998,5222,11128,13190
4693,4694,9972053,14866301,Betty White,2011.0,If You Ask Me (And of Course You Won't),eng,3.65,22405,23426,2292,843,2269,7212,6985,6117
4694,4695,31862,2342366,"René Descartes, Donald A. Cress",1637.0,Discourse on Method and Meditations on First Philosophy,eng,3.67,20522,21289,306,651,1997,6288,7044,5309
4695,4696,5739373,5911024,Daniel Silva,2009.0,"The Defector (Gabriel Allon, #9)",eng,4.28,18927,21361,761,118,373,2743,8298,9829
4696,4697,12758317,17893276,John Irving,2012.0,In One Person,eng,3.65,18561,21588,3137,724,1843,6109,8396,4516
4697,4698,433533,1791604,L.M. Montgomery,1921.0,"Rilla of Ingleside (Anne of Green Gables, #8)",eng,4.16,29277,31379,1160,305,1311,5696,9945,14122
4698,4699,68143,3250675,James Surowiecki,2004.0,The Wisdom of Crowds,eng,3.8,18457,19282,627,421,1364,5148,7135,5214
4699,4700,39033,38754,"Douglas Preston, Lincoln Child",2003.0,"Still Life With Crows (Pendergast, #4)",eng,4.18,22493,25021,1186,105,592,4260,9855,10209
4700,4701,397860,1260691,James Herbert,1975.0,The Fog,eng,3.87,19322,19894,294,376,1192,5239,6831,6256
4701,4702,8676,165637,"Anthony Robbins, Kenneth H. Blanchard, Jason Winters",1986.0,Unlimited Power : The New Science Of Personal Achievement,eng,4.21,18588,19679,381,361,725,3052,5911,9630
4702,4703,7122034,7383328,"Douglas Preston, Lincoln Child",2010.0,"Fever Dream (Pendergast, #10)",eng,4.09,21634,24196,1338,223,710,4491,10035,8737
4703,4704,11395597,16327957,Jeanette Winterson,2011.0,Why Be Happy When You Could Be Normal?,eng,3.94,19537,22096,2247,580,1359,4448,8189,7520
4704,4705,10193062,15092213,Ann Aguirre,2012.0,"Outpost (Razorland, #2)",en-US,4.12,25650,27482,2003,335,958,4840,10417,10932
4705,4706,18594409,26340807,Roz Chast,2014.0,Can't We Talk about Something More Pleasant?,eng,4.1,19118,19756,3156,803,842,2705,6635,8771
4706,4707,37847,37641,"Marilyn Manson, Neil Strauss",1998.0,The Long Hard Road Out of Hell,eng,3.88,19011,20277,1034,631,1518,4598,6382,7148
4707,4708,9832370,27881851,BookRags,2012.0,BookRags Summary:  A Storm of Swords,eng,4.59,18960,18960,92,278,151,877,4460,13194
4708,4709,372638,3080688,Bernard Waber,1965.0,"Lyle, Lyle, Crocodile",eng,4.13,24284,24407,175,201,927,5305,7078,10896
4709,4710,10874177,15789500,Gail Carriger,2013.0,"Etiquette & Espionage (Finishing School, #1)",en-CA,3.79,29821,34613,5256,1096,2352,8632,13038,9495
4710,4711,3018539,317973,"José Saramago, Margaret Jull Costa",2005.0,Death With Interruptions,eng,3.97,12984,22302,2401,404,1174,4551,8709,7464
4711,4712,58889,1142894,Tamora Pierce,1997.0,"Sandry's Book (Circle of Magic, #1)",en-US,3.99,30169,31992,809,376,1573,7466,11106,11471
4712,4713,16431,2925779,Dean Koontz,1997.0,Sole Survivor,en-US,3.77,21203,23181,579,297,1476,7077,8668,5663
4713,4714,27406704,41818210,"Fredrik Backman, Henning Koch, سمانه پرهیزکاری",2014.0,Britt-Marie Was Here,eng,4.07,21737,29661,4613,267,965,5404,12936,10089
4714,4715,44361,2901756,Rob Bell,2005.0,Velvet Elvis: Repainting the Christian Faith,eng,3.77,18071,19629,1022,1176,1550,4112,6538,6253
4715,4716,210834,1512424,"Rudyard Kipling, Edward Said",1901.0,Kim,eng,3.72,23349,26764,1329,811,2302,7461,9137,7053
4716,4717,508413,496436,Beverly  Lewis,1997.0,"The Shunning (The Heritage of Lancaster County, #1)",eng,4.13,20379,21421,774,259,890,3949,6976,9347
4717,4718,15711341,21378102,Anne Bishop,2013.0,"Written in Red (The Others, #1)",eng,4.29,29502,33990,4294,605,1032,3822,11031,17500
4718,4719,77378,980414,Nicholas Meyer,1974.0,The Seven-Percent Solution,eng,4.14,19334,19939,264,261,671,3692,6749,8566
4719,4720,319644,7792859,Suzanne Collins,2006.0,"Gregor and the Marks of Secret (Underland Chronicles, #4)",eng,4.21,23727,25671,1041,178,557,4117,9617,11202
4720,4721,3116205,3147524,Timothy J. Keller,2008.0,The Prodigal God: Recovering the Heart of the Christian Faith,en-US,4.39,20087,21613,1295,224,452,2163,6640,12134
4721,4722,44255,3123857,Peter Mayle,1991.0,Toujours Provence,eng,4.0,21873,22335,371,157,798,5304,8767,7309
4722,4723,27398,1054249,Jonathan Harr,2005.0,The Lost Painting,en-US,3.71,18944,19555,769,1034,1900,4883,5545,6193
4723,4724,16099189,21908541,Chris Bohjalian,2013.0,The Light in the Ruins,eng,3.65,20519,22712,2863,551,1705,6951,9434,4071
4724,4725,13642929,21520935,Sonia Sotomayor,2013.0,My Beloved World,eng,4.03,17742,20156,2789,510,769,3476,8242,7159
4725,4726,226004,1270006,Vernor Vinge,1998.0,"A Deepness in the Sky (Zones of Thought, #2)",en-US,4.32,21876,23477,741,174,543,2822,8081,11857
4726,4727,18288,1072226,"Immanuel Kant, Paul Guyer, Allen W. Wood",1781.0,Critique of Pure Reason,eng,3.92,19521,21509,454,688,1489,4643,6790,7899
4727,4728,16298,2288775,Agatha Christie,1950.0,"A Murder Is Announced (Miss Marple, #5)",eng,3.96,25811,30212,1199,123,963,7616,12892,8618
4728,4729,926908,2653871,"Rien Poortvliet, Wil Huygen",1976.0,Gnomes,eng,4.01,22584,23304,329,756,1388,4696,6450,10014
4729,4730,153193,602355,MaryJanice Davidson,2004.0,"Undead and Unemployed (Undead, #2)",en-US,3.93,29168,30748,858,370,1518,7953,10973,9934
4730,4731,1305,1154187,Steven Pressfield,1998.0,Gates of Fire: An Epic Novel of the Battle of Thermopylae,eng,4.4,17952,21093,1561,156,421,2190,6333,11993
4731,4732,137098,982677,Hester Browne,2005.0,"The Little Lady Agency (The Little Lady Agency, #1)",eng,3.74,22562,23201,1019,835,1757,6253,8021,6335
4732,4733,385228,2387235,John Stuart Mill,1859.0,On Liberty,eng,3.93,19604,21567,566,344,1201,5117,7759,7146
4733,4734,22934446,37100610,Alan Cumming,2014.0,Not My Father's Son,eng,4.0,11436,23330,3202,424,935,4437,9923,7611
4734,4735,468070,947480,Nigella Lawson,2007.0,"Nigella Express: Good Food, Fast",eng,3.96,20034,20292,198,553,1078,4453,6801,7407
4735,4736,22914448,44394457,D.M. Pulley,2015.0,The Dead Key,eng,3.79,18773,19013,1747,490,1429,4814,7121,5159
4736,4737,7863423,11018887,Jill Shalvis,2010.0,"Simply Irresistible (Lucky Harbor, #1)",eng,3.92,27319,28849,1717,745,1545,6365,10778,9416
4737,4738,16247792,22276283,Sylvain Reynard,2013.0,"Gabriel's Redemption (Gabriel's Inferno, #3)",eng,4.23,28331,31514,2648,484,1236,4764,9220,15810
4738,4739,5989573,6163602,Bryan Lee O'Malley,2009.0,"Scott Pilgrim, Volume 5: Scott Pilgrim Vs. the Universe",eng,4.33,24936,26099,773,63,406,3250,9534,12846
4739,4740,213233,1573617,Atul Gawande,2007.0,Better: A Surgeon's Notes on Performance,en-US,4.19,17109,19064,1579,90,390,2914,8043,7627
4740,4741,15748335,21440678,Cherrie Lynn,2012.0,"Leave Me Breathless (Ross Siblings, #3)",en-GB,4.26,31188,31412,1374,267,770,4381,11203,14791
4741,4742,19095025,25758268,Kylie Scott,2014.0,"Play (Stage Dive, #2)",eng,4.33,22231,41266,3844,191,807,5002,14634,20632
4742,4743,6441654,6631596,"Rebecca Housel, J. Jeremy Wisnewski, William Irwin",2009.0,"Twilight and Philosophy: Vampires, Vegetarians, and the Pursuit of Immortality",en-US,4.39,18027,18054,39,444,651,2157,2953,11849
4743,4744,49176,817417,Eric Berne,1964.0,Games People Play,en-US,3.81,17035,19189,596,415,1483,5128,6427,5736
4744,4745,18966322,26984416,Brandon Sanderson,2013.0,"Mitosis (The Reckoners, #1.5)",eng,3.87,17250,22181,1477,69,714,6245,10075,5078
4745,4746,7186,6843073,"Alexandre Dumas fils, David Coward",1848.0,La Dame aux Camélias,eng,3.97,13562,22974,1132,307,1229,5312,8075,8051
4746,4747,11942639,16903994,Rachel Hauck,2012.0,The Wedding Dress,en-US,3.83,16310,26267,1905,1150,2008,5888,8262,8959
4747,4748,206309,1138219,"Stephen C. Lundin, Harry Paul, John Christensen, Kenneth H. Blanchard",1996.0,Fish: A Proven Way to Boost Morale and Improve Results,eng,3.92,19405,20340,770,466,1291,4735,6684,7164
4748,4749,49250,586990,Stephen E. Ambrose,1994.0,"D-Day, June 6, 1944: The Battle for the Normandy Beaches",eng,4.25,17875,19215,540,173,399,2593,7279,8771
4749,4750,7981456,12409139,Linda Sue Park,2010.0,A Long Walk to Water: Based on a True Story,eng,4.23,21593,24076,3832,277,661,3284,8965,10889
4750,4751,8811139,13685373,Michael  Grant,2013.0,"Light (Gone, #6)",eng,4.4,23730,26356,2459,303,618,2811,7216,15408
4751,4752,28477789,48619088,"Vi Keeland, Penelope Ward",2016.0,Stuck-Up Suit,eng,4.14,22609,31623,3250,537,1283,4891,11325,13587
4752,4753,189147,3171254,Philip José Farmer,1971.0,"To Your Scattered Bodies Go (Riverworld, #1)",eng,3.94,22741,23991,665,427,1395,5415,8710,8044
4753,4754,114132,3241470,Nora Roberts,2001.0,Midnight Bayou,eng,3.96,25476,26857,764,299,1349,6724,9334,9151
4754,4755,12967,1965767,Mark Helprin,1983.0,Winter's Tale,en-US,3.5,19932,23168,3850,2418,3239,4817,5723,6971
4755,4756,106646,102794,Sidney Sheldon,1991.0,The Doomsday Conspiracy,eng,3.59,17093,18567,602,596,2010,5828,6174,3959
4756,4757,201175,87373,"J.D. Robb, Susan Ericksen",1996.0,"Rapture in Death (In Death, #4)",eng,4.26,26184,31440,1093,68,505,4878,11770,14219
4757,4758,161744,2548496,Thomas Paine,1776.0,Common Sense,eng,3.97,16864,22652,1122,281,1132,5353,8174,7712
4758,4759,54529,1429862,Adeline Yen Mah,1997.0,Falling Leaves: The Memoir of an Unwanted Chinese Daughter,eng,3.88,19598,21301,1636,317,1123,5386,8488,5987
4759,4760,3338544,3376763,مصطفى محمود,1970.0,رحلتي من الشك إلى الإيمان,ara,4.03,16854,17687,1682,521,987,3072,6054,7053
4760,4761,13416236,18731533,C.C. Hunter,2012.0,"Whispers at Moonrise (Shadow Falls, #4)",eng,4.38,28430,29922,1339,212,657,3437,8916,16700
4761,4762,7148931,7413929,Timothy Ferriss,2000.0,"The 4-Hour Body: An Uncommon Guide to Rapid Fat-Loss, Incredible Sex, and Becoming Superhuman",en-US,3.76,15007,20858,1367,569,1711,5386,7654,5538
4762,4763,58314,2595873,"Michel Houellebecq, Frank Wynne",1998.0,The Elementary Particles,eng,3.78,13577,21691,1317,794,1747,4883,8198,6069
4763,4764,17314410,23981204,Georgia Cates,2013.0,"Beauty from Surrender (Beauty, #2)",eng,4.13,31623,34393,2028,401,1331,6108,12239,14314
4764,4765,224410,217336,"Roy Thomas, Dick Giordano, Mark D. Beazley, Bram Stoker",2005.0,Dracula (Marvel Illustrated),eng,3.93,14660,14729,37,530,858,3138,4859,5344
4765,4766,207266,3234368,Dav Pilkey,1997.0,"The Adventures of Captain Underpants (Captain Underpants, #1)",eng,3.84,22535,24414,1665,1219,2033,5555,6124,9483
4766,4767,13435889,18938981,Paul Tough,2012.0,"How Children Succeed: Grit, Curiosity, and the Hidden Power of Character",eng,3.91,16402,18145,1947,323,872,4268,7381,5301
4767,4768,149049,734510,Arthur C. Clarke,1979.0,The Fountains of Paradise,eng,3.96,20012,21536,462,164,867,5265,8697,6543
4768,4769,98920,3094905,Elif Shafak,2006.0,The Bastard of Istanbul,eng,3.79,14215,21564,2688,522,1543,5490,8464,5545
4769,4770,17237214,23756923,David Levithan,2013.0,Two Boys Kissing,eng,4.11,24587,27058,3187,1030,1238,4237,7808,12745
4770,4771,5171894,5238959,James Rollins,2012.0,"The Doomsday Key (Sigma Force, #6)",en-US,4.16,19510,21831,864,169,555,3623,8819,8665
4771,4772,21726,2453000,Scott B. Smith,2006.0,The Ruins,en-US,3.5,21613,23932,2760,1489,2856,6816,7822,4949
4772,4773,336245,995220,Erin Hunter,2004.0,"A Dangerous Path (Warriors, #5)",eng,4.42,26126,27711,727,154,522,3161,7526,16348
4773,4774,543339,2935487,Michael Blake,1988.0,"Dances with Wolves (Dances with Wolves, #1)",eng,4.19,19133,20366,389,259,702,3341,6638,9426
4774,4775,153779,1624976,Tamora Pierce,2009.0,"Bloodhound (Beka Cooper, #2)",eng,4.26,29414,30570,993,216,826,4450,10390,14688
4775,4776,6122735,6537338,Brent Weeks,2009.0,"The Night Angel Trilogy (Night Angel, #1-3)",eng,4.42,17523,19298,504,153,391,1834,5695,11225
4776,4777,426025,2902834,William Faulkner,1930.0,A Rose for Emily and Other Stories,eng,4.06,22629,23045,419,287,1072,4609,8091,8986
4777,4778,5883777,21899016,Anonymous,2001.0,The Holy Bible: English Standard Version,eng,4.66,17863,23236,591,652,431,1082,1909,19162
4778,4779,321545,2814300,Ellis Peters,1977.0,"A Morbid Taste for Bones (Chronicles of Brother Cadfael, #1)",en-US,3.99,23590,25351,1004,336,913,5780,10003,8319
4779,4780,233389,790136,"Giorgio Vasari, Julia Conway Bondanella, Peter Bondanella",1550.0,The Lives of the Artists,eng,3.78,18288,18738,106,1162,1589,4059,5271,6657
4780,4781,84139,613030,Sherrilyn Kenyon,2005.0,"Unleash the Night (Dark Hunter, #8; Were-Hunter, #2)",en-US,4.34,32491,34809,968,102,589,4620,11491,18007
4781,4782,4935682,5001343,Angie Sage,2009.0,"Syren (Septimus Heap, #5)",eng,4.1,25245,26679,746,295,1064,5244,9193,10883
4782,4783,5558786,5729918,"Dmitry Glukhovsky, M. David Drevs",2005.0,"Metro 2033 (METRO, #1)",ger,3.98,15858,23330,1545,425,1428,4526,8809,8142
4783,4784,5396496,5464024,Christos Tsiolkas,2008.0,The Slap,eng,3.16,18037,21468,2781,2342,3586,6580,6319,2641
4784,4785,207781,437807,"Robert Henri, Forbes Watson, Margery A. Ryerson",1929.0,"The Art Spirit: Notes, Articles, Fragments of Letters and Talks to Students, Bearing on the Concept and Technique of Picture Making, the Study of Art (Icon Editions)",eng,3.87,16333,16547,130,844,1426,3427,4138,6712
4785,4786,17171909,23599367,Marcus Sakey,2013.0,"Brilliance (Brilliance Saga, #1)",eng,3.95,11235,22377,1964,346,1001,4700,9791,6539
4786,4787,26583370,44997190,Camille Pagán,2015.0,Life and Other Near-Death Experiences,en-GB,3.82,19073,19644,1617,354,1299,5217,7393,5381
4787,4788,9799,1971520,Jonathan Lethem,2003.0,The Fortress of Solitude,eng,3.87,15100,18114,1369,421,1188,3995,7181,5329
4788,4789,379316,3208572,Dean Koontz,2007.0,The Darkest Evening of the Year,eng,3.71,21297,22552,1533,640,2073,6435,7414,5990
4789,4790,18077769,25384114,Jeff VanderMeer,2014.0,"Authority (Southern Reach, #2)",eng,3.55,18430,22147,2640,479,2316,7397,8433,3522
4790,4791,277190,1322254,"Holly Black, Tony DiTerlizzi",2004.0,"The Wrath of Mulgarath (The Spiderwick Chronicles, #5)",en-US,3.92,28129,28934,818,316,1495,7798,9786,9539
4791,4792,11101772,16023890,Caroline Preston,2011.0,The Scrapbook of Frankie Pratt,eng,3.72,20508,20548,734,1195,2160,4894,5257,7042
4792,4793,251762,2482870,Myla Goldberg,2000.0,Bee Season,eng,3.55,21160,22184,1484,661,2299,7318,8016,3890
4793,4794,182012,2392798,Karin Slaughter,2004.0,"Indelible (Grant County, #4)",eng,4.19,20930,23634,685,155,520,3918,9155,9886
4794,4795,236208,4536973,Dean Koontz,1976.0,Night Chills,en-US,3.86,20424,20815,252,275,1151,6024,7117,6248
4795,4796,29254,29717,"Ram Dass, Richard Alpert",1971.0,Be Here Now,en-US,4.27,18275,18669,598,268,616,2724,5214,9847
4796,4797,6530,2503909,Patricia Cornwell,2004.0,"Trace (Kay Scarpetta, #13)",eng,3.76,23287,25347,731,416,1887,7564,8950,6530
4797,4798,1279686,1272275,Conn Iggulden,2007.0,"Genghis: Birth of an Empire (Conqueror, #1)",en-US,4.34,16498,20307,1169,95,284,2282,7668,9978
4798,4799,291354,1964392,David Eddings,1990.0,"The Ruby Knight (The Elenium, #2)",eng,3.96,24586,25848,198,240,1390,6250,9329,8639
4799,4800,32638,1083086,Clive Barker,1992.0,The Thief of Always,eng,4.18,19799,22200,1275,138,613,3904,7989,9556
4800,4801,715791,702043,Lara Adrian,2007.0,"Kiss of Crimson (Midnight Breed, #2)",en-US,4.17,31897,34621,1147,262,1108,6094,12314,14843
4801,4802,2653622,2435685,Tess Gerritsen,2008.0,"The Keepsake (Rizzoli & Isles, #7)",en-US,4.09,21829,26326,1397,110,574,5338,11158,9146
4802,4803,17660462,24650037,Brad Stone,2013.0,The Everything Store: Jeff Bezos and the Age of Amazon,eng,4.06,20539,24678,1577,391,774,4261,10710,8542
4803,4804,25564446,45362463,Brittainy C. Cherry,2015.0,"The Air He Breathes (Elements, #1)",eng,4.2,22217,33369,4123,907,1248,4590,9980,16644
4804,4805,3585344,3627605,Kresley Cole,2009.0,Kiss of a Demon King (Immortals After Dark #7),eng,4.35,31111,33311,1131,145,684,4073,10851,17558
4805,4806,478951,3898723,Steven Erikson,2006.0,"The Bonehunters (Malazan Book of the Fallen, #6)",eng,4.42,20359,22668,603,116,320,2100,7539,12593
4806,4807,16119079,21938104,Heidi McLaughlin,2012.0,"Forever My Girl (The Beaumont Series, #1)",eng,4.04,32853,35416,2201,617,1596,6661,13470,13072
4807,4808,22341276,41739586,Charlie N. Holmberg,2014.0,"The Glass Magician (The Paper Magician Trilogy, #2)",eng,3.87,13650,22974,1786,174,1149,6238,9437,5976
4808,4809,10098912,14996005,Ashwin Sanghi,2010.0,Chanakya's Chant,eng,3.68,15474,17270,1119,461,1524,4860,6697,3728
4809,4810,12467,2223651,Norman Mailer,1948.0,The Naked and the Dead,eng,3.94,18912,19912,641,358,1059,4375,7826,6294
4810,4811,35100,35039,James M. McPherson,1988.0,Battle Cry of Freedom,eng,4.32,19132,20326,890,265,555,2404,6214,10888
4811,4812,646056,632206,"Michael Teitelbaum, Sue DiCicco",1989.0,The Little Mermaid,eng,4.36,21994,22079,71,323,756,3161,4231,13608
4812,4813,86424,260314,"James Patterson, Andrew Gross",2005.0,Lifeguard,eng,3.76,20053,21613,794,286,1396,6763,7906,5262
4813,4814,7783920,10714283,Rob Buyea,2010.0,Because of Mr. Terupt,eng,4.34,20632,22507,2504,244,525,2713,6883,12142
4814,4815,37739,2630133,Judy Blume,1974.0,Blubber,en-GB,3.78,25402,27462,961,486,1685,8274,9879,7138
4815,4816,7954556,7087991,Jeaniene Frost,2011.0,"One Grave at a Time (Night Huntress, #6)",eng,4.25,34506,37594,1971,168,934,5778,13344,17370
4816,4817,9897164,14789350,Jennifer L. Armentrout,2013.0,"Apollyon (Covenant, #4)",eng,4.4,31942,34041,2255,221,740,3490,10240,19350
4817,4818,6202661,6383161,Lindsey Kelk,2009.0,"I Heart New York (I Heart, #1)",en-US,3.84,19491,20465,955,716,1673,4895,5984,7197
4818,4819,2213324,2219112,Meg Cabot,2008.0,"Airhead (Airhead, #1)",eng,3.77,32457,34101,2002,875,2861,9350,11142,9873
4819,4820,25190,1020573,"A.N. Roquelaure, Anne Rice",1985.0,"Beauty's Release (Sleeping Beauty, #3)",eng,3.71,22424,24040,652,1218,2541,6190,6212,7879
4820,4821,3389671,3429537,Beth Fantaskey,2000.0,"Jessica's Guide to Dating on the Dark Side (Jessica, #1)",en-US,3.85,32763,35481,2799,1142,2833,8503,10877,12126
4821,4822,26596,175882,E.E. Cummings,1991.0,"Complete Poems, 1904-1962",eng,4.35,18662,18814,196,203,429,2315,5491,10376
4822,4823,1635,1436710,"Larry Bossidy, Ram Charan, Charles Burck",2009.0,Execution: The Discipline of Getting Things Done,en-US,3.83,18065,18545,313,502,1362,4635,6322,5724
4823,4824,20663702,39962326,Caitlin Doughty,2014.0,Smoke Gets in Your Eyes: And Other Lessons from the Crematory,eng,4.04,10979,21669,3029,550,941,3694,8369,8115
4824,4825,7096123,7353253,Daniel Silva,2010.0,"The Rembrandt Affair (Gabriel Allon, #10)",eng,4.26,18957,21773,1173,121,326,2868,8829,9629
4825,4826,15730101,25692046,H.P. Lovecraft,1928.0,The Call of Cthulhu,eng,4.05,17199,21820,1033,285,959,4341,8054,8181
4826,4827,373915,1049073,"Joe Hill, Christopher Golden",2005.0,20th Century Ghosts,en-US,3.95,21987,24783,1803,538,1275,5254,9463,8253
4827,4828,6819,1094555,David Mitchell,1999.0,Ghostwritten,eng,4.06,17900,21178,1868,181,793,3703,9341,7160
4828,4829,21219083,25818706,Simon Wood,2015.0,The One That Got Away,eng,3.77,17367,17887,1181,393,1233,5036,6730,4495
4829,4830,8709528,18752344,Richelle Mead,2015.0,"The Ruby Circle (Bloodlines, #6)",eng,4.22,29260,32890,4043,287,1123,5153,10792,15535
4830,4831,5983694,6157354,Grace Lin,2009.0,Where the Mountain Meets the Moon,eng,4.24,24371,25678,3364,412,847,3501,8419,12499
4831,4832,125190,231599,Arthur Ransome,1930.0,"Swallows and Amazons (Swallows and Amazons, #1)",eng,3.98,21716,23051,712,642,1298,4729,7511,8871
4832,4833,9442157,14326785,Olivia Cunning,2011.0,"Rock Hard (Sinners on Tour, #2)",eng,4.11,35676,37208,1837,464,1612,6583,13099,15450
4833,4834,20525628,37105995,Caitlin Moran,2014.0,How to Build a Girl,eng,3.69,16981,21477,2584,652,1846,5934,8198,4847
4834,4835,1407874,1436777,Andrea Hirata,2006.0,"Sang Pemimpi (Tetralogi Laskar Pelangi, #2)",ind,4.09,12998,13505,1148,115,470,2621,5115,5184
4835,4836,28116,197064,A.J. Jacobs,2004.0,The Know-It-All: One Man's Humble Quest to Become the Smartest Person in the World,eng,3.77,22226,23256,2358,363,1599,6470,9528,5296
4836,4837,15811495,21417067,Lisa Gardner,2013.0,"Touch & Go (Tessa Leoni, #2)",eng,4.05,19016,22686,2171,204,671,4257,10159,7395
4837,4838,126807,122117,Chris Bohjalian,2007.0,The Double Bind,eng,3.62,22067,23773,3551,783,2346,6910,8931,4803
4838,4839,9751378,14640621,Mary Kay Andrews,2011.0,Summer Rental,en-US,3.78,20723,23166,2233,304,1417,6893,9075,5477
4839,4840,23553419,42439923,S.K. Tremayne,2015.0,The Ice Twins,eng,3.68,16718,23228,3015,682,2138,6540,8485,5383
4840,4841,17899696,24162053,J.A. Redmerski,2013.0,"The Edge of Always (The Edge of Never, #2)",eng,4.02,17532,33118,2993,513,1839,6702,11539,12525
4841,4842,2873,1294261,Tracy Chevalier,1997.0,The Virgin Blue,eng,3.65,23484,24715,1554,448,2266,7840,9042,5119
4842,4843,15797397,21520265,Michael Moss,2013.0,Salt Sugar Fat: How the Food Giants Hooked Us,eng,3.98,18542,20455,2615,407,876,4094,8465,6613
4843,4844,225038,1441544,"Edward Eager, N.M. Bodecker",1954.0,"Half Magic (Tales of Magic, #1)",en-US,3.94,28580,29719,1264,507,1478,7170,10600,9964
4844,4845,7090785,7346955,"Steve Hockensmith, Jane Austen, Patrick Arrasmith",2007.0,"Dawn of the Dreadfuls (Pride and Prejudice and Zombies, #0.5)",eng,3.47,20207,20837,863,2092,2269,5514,5637,5325
4845,4846,7180727,7192827,Lisa Gardner,2010.0,"Live to Tell (Detective D.D. Warren, #4)",eng,4.18,21984,24553,1408,123,417,3923,10647,9443
4846,4847,825081,1223344,Kevin Henkes,1996.0,Lilly's Purple Plastic Purse,eng,4.2,24247,24382,888,363,1027,4189,6699,12104
4847,4848,368916,938626,Helene Hanff,1970.0,"84, Charing Cross Road",eng,4.19,26899,29517,4095,163,779,4650,11589,12336
4848,4849,5153799,5220803,J.R. Ward,2008.0,"Father Mine (Black Dagger Brotherhood, #6.5)",eng,4.51,32178,32564,1222,71,442,3034,8381,20636
4849,4850,14572,870836,"Thich Nhat Hanh, Arnold Kotler, Dalai Lama XIV",1990.0,Peace Is Every Step: The Path of Mindfulness in Everyday Life,eng,4.34,19152,19516,890,145,400,2396,6295,10280
4850,4851,6686671,6882002,Kyousuke Motomi,2007.0,"Electric Daisy, Vol. 1 (Dengeki Daisy, #1)",ind,4.3,20880,22132,352,396,793,3035,5564,12344
4851,4852,29868610,45352758,Anna Kendrick,2016.0,Scrappy Little Nobody,eng,3.91,28719,32610,4278,275,1415,7792,14453,8675
4852,4853,24429934,44017762,Robert Masello,2015.0,The Einstein Prophecy,en-US,3.58,19019,19143,1200,589,1955,6145,6690,3764
4853,4854,7307795,8761083,Kate Atkinson,2010.0,"Started Early, Took My Dog (Jackson Brodie, #4)",eng,3.89,21662,25434,2639,431,1181,5849,11170,6803
4854,4855,107032,103163,"Jim Starlin, Jim Aparo, Mike DeCarlo",1988.0,Batman: A Death in the Family,eng,4.05,19765,20023,371,244,1068,4259,6280,8172
4855,4856,16085517,21887216,Colum McCann,2013.0,TransAtlantic,eng,3.81,18065,20041,2927,453,1370,4914,8149,5155
4856,4857,6871616,7096800,Jeaniene Frost,2010.0,"Eternal Kiss of Darkness (Night Huntress World, #2)",en-GB,4.21,31967,34951,1722,192,923,5674,12556,15606
4857,4858,129117,2896642,Lisa Lutz,2007.0,"The Spellman Files (The Spellmans, #1)",eng,3.88,23788,27806,3326,605,1611,6457,11021,8112
4858,4859,32626,1913322,Clive Barker,1984.0,Books of Blood: Volumes One to Three (Books of Blood #1-3),eng,4.16,20228,20929,452,256,726,3560,7252,9135
4859,4860,294046,868207,James Rollins,2007.0,"The Judas Strain (Sigma Force, #4)",eng,4.15,20976,23143,1014,143,572,3921,9502,9005
4860,4861,33333,33415,Donald Miller,2000.0,Searching for God Knows What,en-US,3.92,19383,19696,704,432,1096,4533,7128,6507
4861,4862,30122,41394,Shel Silverstein,1976.0,The Missing Piece,eng,4.27,21207,22049,645,199,694,3306,6596,11254
4862,4863,56842,405136,Robert   Harris,1992.0,Fatherland,eng,3.96,18917,23562,1404,149,905,5294,10674,6540
4863,4864,7132363,7394861,Daniel Suarez,2010.0,"Freedom™ (Daemon, #2)",en-US,4.27,12456,20092,1265,114,508,2635,7489,9346
4864,4865,92508,3128581,Thornton Wilder,1927.0,The Bridge of San Luis Rey,en-US,3.8,22003,23861,1542,490,1799,6443,8370,6759
4865,4866,1772910,4111509,Fyodor Dostoyevsky,1848.0,White Nights,eng,4.05,13405,23285,1427,195,1016,4708,8823,8543
4866,4867,5215879,5283119,Laurell K. Hamilton,2009.0,"Skin Trade (Anita Blake, Vampire Hunter #17)",en-US,3.9,29261,31383,1081,952,2377,6995,9455,11604
4867,4868,481749,321161,James E. Talmage,1915.0,Jesus the Christ,eng,4.63,17179,18710,1066,354,241,926,2909,14280
4868,4869,1693617,736980,Don Ferguson,1994.0,Disney's the Lion King,en-US,4.49,19553,19564,77,156,432,2182,3598,13196
